customer_id,city,state,signup_date,acquisition_channel
115,Pune,MH,2023-11-26,Organic
116,Hyderabad,MH,2023-08-23,Facebook Ads
117,Mumbai,MH,2023-03-15,Google Ads
118,Kolkata,KA,2023-05-16,Referral
119,Ahmedabad,TS,2023-03-13,Instagram
120,Chennai,GJ,2023-05-07,Referral
121,Ahmedabad,MH,2023-10-15,Instagram
122,Chennai,MH,2023-10-03,Google Ads
123,Delhi,TS,2023-05-15,Organic
124,Pune,TN,2023-10-27,Instagram
125,Chennai,DL,2023-08-08,Organic
126,Ahmedabad,MH,2023-10-26,Referral
127,Delhi,DL,2023-07-24,Google Ads
128,Mumbai,DL,2023-07-05,Instagram
129,Hyderabad,GJ,2023-04-23,Referral
130,Hyderabad,TS,2023-03-12,Facebook Ads
131,Hyderabad,TS,2023-09-18,Referral
132,Chennai,KA,2023-09-10,Organic
133,Mumbai,DL,2023-02-16,Google Ads
134,Chennai,KA,2023-01-25,Google Ads
135,Pune,GJ,2023-02-26,Referral
136,Chennai,DL,2023-03-20,Facebook Ads
137,Mumbai,KA,2023-11-18,Organic
138,Mumbai,KA,2023-03-23,Referral
139,Pune,TN,2023-12-15,Referral
140,Mumbai,KA,2023-08-05,Google Ads
141,Ahmedabad,TS,2023-11-02,Organic
142,Mumbai,KA,2023-02-02,Facebook Ads
143,Hyderabad,DL,2023-07-17,Google Ads
144,Ahmedabad,KA,2023-07-15,Referral
145,Ahmedabad,MH,2023-11-02,Google Ads
146,Pune,WB,2023-08-28,Google Ads
147,Bangalore,DL,2023-09-28,Instagram
148,Bangalore,MH,2023-05-09,Google Ads
149,Mumbai,GJ,2023-10-11,Google Ads
150,Ahmedabad,DL,2023-01-06,Organic
151,Bangalore,TS,2023-12-15,Google Ads
152,Bangalore,WB,2023-02-28,Facebook Ads
153,Mumbai,WB,2023-12-16,Referral
154,Bangalore,TS,2023-10-02,Organic
155,Chennai,WB,2023-05-17,Google Ads
156,Delhi,TS,2023-11-25,Facebook Ads
157,Pune,MH,2023-06-24,Referral
158,Delhi,GJ,2023-02-27,Organic
159,Mumbai,TN,2023-05-31,Facebook Ads
160,Hyderabad,DL,2023-08-11,Google Ads
161,Pune,TS,2023-03-22,Instagram
162,Mumbai,DL,2023-08-21,Instagram
163,Ahmedabad,GJ,2023-01-02,Organic
164,Hyderabad,MH,2023-05-15,Facebook Ads
165,Delhi,TN,2023-09-14,Referral
166,Mumbai,GJ,2023-04-02,Facebook Ads
167,Ahmedabad,MH,2023-09-17,Instagram
168,Pune,WB,2023-02-24,Organic
169,Pune,DL,2023-11-17,Google Ads
170,Kolkata,MH,2023-06-02,Facebook Ads
171,Ahmedabad,TN,2023-11-24,Instagram
172,Chennai,WB,2023-09-17,Referral
173,Bangalore,GJ,2023-11-08,Organic
174,Hyderabad,TN,2023-04-12,Google Ads
175,Ahmedabad,WB,2023-03-20,Facebook Ads
176,Kolkata,MH,2023-07-11,Referral
177,Bangalore,TS,2023-03-24,Google Ads
178,Bangalore,DL,2023-10-04,Instagram
179,Mumbai,KA,2023-09-29,Instagram
180,Bangalore,KA,2023-01-01,Referral
181,Chennai,MH,2023-11-03,Instagram
182,Pune,GJ,2023-06-15,Organic
183,Kolkata,DL,2023-09-08,Referral
184,Bangalore,GJ,2023-01-10,Instagram
185,Mumbai,DL,2023-02-27,Facebook Ads
186,Chennai,MH,2023-07-05,Instagram
187,Delhi,DL,2023-06-07,Organic
188,Pune,TS,2023-05-03,Google Ads
189,Pune,GJ,2023-01-30,Google Ads
190,Kolkata,MH,2023-05-04,Instagram
191,Pune,TS,2023-10-18,Google Ads
192,Bangalore,DL,2023-02-10,Instagram
193,Mumbai,MH,2023-02-13,Organic
194,Pune,DL,2023-09-06,Google Ads
195,Pune,GJ,2023-02-05,Facebook Ads
196,Delhi,MH,2023-09-30,Instagram
197,Delhi,DL,2023-03-06,Google Ads
198,Hyderabad,GJ,2023-03-07,Organic
199,Chennai,TS,2023-12-04,Organic
200,Bangalore,MH,2023-09-01,Facebook Ads
201,Pune,TS,2023-10-09,Organic
202,Ahmedabad,DL,2023-03-26,Organic
203,Pune,MH,2023-05-16,Google Ads
204,Mumbai,KA,2023-09-28,Instagram
205,Hyderabad,TS,2023-11-07,Referral
206,Chennai,TS,2023-08-05,Organic
207,Ahmedabad,GJ,2023-04-19,Organic
208,Hyderabad,WB,2023-10-04,Referral
209,Kolkata,KA,2023-12-20,Organic
210,Chennai,DL,2023-04-13,Google Ads
211,Pune,MH,2024-01-01,Google Ads
212,Pune,MH,2023-06-09,Referral
213,Chennai,WB,2023-07-24,Organic
214,Pune,DL,2023-12-10,Organic
215,Bangalore,TN,2023-11-29,Instagram
216,Chennai,MH,2023-07-11,Organic
217,Hyderabad,TS,2023-08-13,Google Ads
218,Chennai,TN,2023-09-22,Facebook Ads
219,Ahmedabad,TS,2023-08-20,Facebook Ads
220,Pune,TS,2023-03-03,Facebook Ads
221,Bangalore,TN,2023-05-07,Facebook Ads
222,Bangalore,MH,2023-04-26,Organic
223,Kolkata,GJ,2023-02-02,Organic
224,Hyderabad,TN,2023-06-23,Instagram
225,Delhi,DL,2023-01-11,Organic
226,Delhi,WB,2023-10-29,Facebook Ads
227,Chennai,WB,2023-10-11,Referral
228,Kolkata,TN,2023-04-28,Referral
229,Mumbai,DL,2023-10-29,Google Ads
230,Chennai,GJ,2023-04-23,Google Ads
231,Kolkata,WB,2023-01-04,Organic
232,Hyderabad,DL,2023-02-06,Referral
233,Hyderabad,GJ,2023-12-29,Facebook Ads
234,Hyderabad,DL,2023-11-20,Facebook Ads
235,Hyderabad,TS,2023-01-31,Facebook Ads
236,Hyderabad,WB,2023-04-28,Organic
237,Kolkata,GJ,2023-02-04,Organic
238,Kolkata,WB,2023-01-17,Instagram
239,Bangalore,TS,2023-06-19,Facebook Ads
240,Ahmedabad,TN,2023-02-06,Facebook Ads
241,Delhi,TS,2023-09-21,Organic
242,Pune,WB,2023-05-02,Organic
243,Hyderabad,WB,2023-05-23,Instagram
244,Mumbai,MH,2023-12-09,Instagram
245,Pune,GJ,2023-09-06,Google Ads
246,Kolkata,TN,2023-04-20,Referral
247,Mumbai,TS,2023-10-04,Facebook Ads
248,Mumbai,GJ,2023-03-09,Facebook Ads
249,Mumbai,MH,2023-10-20,Instagram
250,Bangalore,GJ,2023-10-23,Instagram
251,Kolkata,MH,2023-08-31,Google Ads
252,Mumbai,TN,2023-05-05,Referral
253,Hyderabad,TS,2023-08-31,Google Ads
254,Chennai,TS,2023-07-28,Referral
255,Mumbai,DL,2023-04-08,Facebook Ads
256,Bangalore,WB,2023-02-18,Google Ads
257,Pune,KA,2023-02-19,Instagram
258,Kolkata,MH,2023-12-04,Google Ads
259,Ahmedabad,GJ,2023-08-09,Google Ads
260,Bangalore,TN,2023-07-01,Facebook Ads
261,Mumbai,KA,2023-08-05,Instagram
262,Kolkata,GJ,2023-07-30,Instagram
263,Chennai,KA,2023-08-28,Organic
264,Mumbai,TN,2023-01-28,Organic
265,Bangalore,TS,2023-12-11,Organic
266,Delhi,TN,2023-12-01,Facebook Ads
267,Hyderabad,GJ,2023-11-27,Google Ads
268,Ahmedabad,KA,2023-02-20,Instagram
269,Pune,WB,2023-02-01,Instagram
270,Bangalore,MH,2023-07-26,Google Ads
271,Kolkata,MH,2023-06-23,Instagram
272,Ahmedabad,WB,2023-02-25,Google Ads
273,Ahmedabad,WB,2023-05-08,Facebook Ads
274,Ahmedabad,TS,2023-04-09,Facebook Ads
275,Mumbai,GJ,2023-04-08,Facebook Ads
276,Hyderabad,MH,2023-10-02,Google Ads
277,Mumbai,TN,2023-08-18,Google Ads
278,Kolkata,MH,2023-03-13,Referral
279,Mumbai,WB,2023-08-05,Instagram
280,Delhi,TN,2023-04-04,Instagram
281,Hyderabad,MH,2023-05-23,Referral
282,Hyderabad,WB,2023-08-25,Referral
283,Kolkata,GJ,2023-05-08,Facebook Ads
284,Pune,MH,2023-02-08,Referral
285,Delhi,TS,2023-08-15,Google Ads
286,Bangalore,MH,2023-10-09,Organic
287,Mumbai,MH,2023-02-20,Google Ads
288,Chennai,WB,2023-01-26,Referral
289,Mumbai,MH,2023-11-30,Instagram
290,Ahmedabad,TS,2023-10-04,Google Ads
291,Mumbai,DL,2023-01-08,Instagram
292,Bangalore,TN,2023-02-17,Google Ads
293,Mumbai,TN,2023-05-02,Instagram
294,Delhi,KA,2023-03-27,Google Ads
295,Delhi,TS,2023-07-28,Instagram
296,Hyderabad,MH,2023-09-06,Organic
297,Kolkata,GJ,2023-09-04,Facebook Ads
298,Pune,GJ,2023-04-20,Google Ads
299,Chennai,KA,2023-07-25,Organic
300,Ahmedabad,WB,2023-01-31,Facebook Ads
301,Mumbai,MH,2023-03-26,Google Ads
302,Mumbai,KA,2023-07-14,Organic
303,Bangalore,MH,2023-01-02,Organic
304,Kolkata,TN,2023-07-19,Organic
305,Delhi,MH,2023-05-16,Referral
306,Chennai,KA,2023-08-21,Instagram
307,Hyderabad,MH,2023-05-27,Facebook Ads
308,Delhi,TS,2023-08-05,Instagram
309,Ahmedabad,KA,2023-12-23,Instagram
310,Kolkata,WB,2023-10-12,Instagram
311,Ahmedabad,WB,2023-12-05,Organic
312,Pune,WB,2023-09-07,Instagram
313,Hyderabad,MH,2023-03-21,Referral
314,Pune,GJ,2023-04-08,Google Ads
315,Bangalore,GJ,2023-06-01,Organic
316,Ahmedabad,TN,2023-04-22,Facebook Ads
317,Bangalore,KA,2023-01-30,Google Ads
318,Mumbai,TS,2023-10-24,Google Ads
319,Pune,KA,2023-10-05,Google Ads
320,Kolkata,TN,2023-02-01,Instagram
321,Ahmedabad,MH,2023-06-10,Instagram
322,Chennai,TN,2023-01-30,Organic
323,Hyderabad,WB,2023-01-26,Instagram
324,Delhi,MH,2023-10-27,Instagram
325,Kolkata,MH,2023-09-02,Instagram
326,Kolkata,MH,2023-09-15,Organic
327,Bangalore,WB,2023-09-29,Organic
328,Pune,DL,2023-03-22,Referral
329,Ahmedabad,TN,2023-01-30,Referral
330,Ahmedabad,TN,2023-09-18,Referral
331,Mumbai,TS,2023-02-11,Referral
332,Mumbai,KA,2023-04-06,Google Ads
333,Hyderabad,MH,2023-02-05,Google Ads
334,Bangalore,GJ,2023-11-01,Referral
335,Kolkata,MH,2023-02-04,Referral
336,Ahmedabad,MH,2023-12-12,Facebook Ads
337,Chennai,TS,2023-05-01,Google Ads
338,Bangalore,TS,2023-07-26,Facebook Ads
339,Hyderabad,MH,2023-03-03,Facebook Ads
340,Hyderabad,GJ,2023-10-19,Instagram
341,Bangalore,KA,2023-05-07,Organic
342,Hyderabad,MH,2023-10-24,Google Ads
343,Bangalore,MH,2023-11-01,Referral
344,Delhi,WB,2023-01-21,Referral
345,Bangalore,GJ,2023-11-14,Organic
346,Pune,KA,2023-02-11,Google Ads
347,Bangalore,TN,2023-08-03,Referral
348,Hyderabad,WB,2023-12-03,Referral
349,Ahmedabad,DL,2023-10-26,Instagram
350,Pune,GJ,2023-10-17,Facebook Ads
351,Hyderabad,KA,2023-09-25,Referral
352,Mumbai,TS,2023-06-11,Google Ads
353,Mumbai,WB,2023-05-14,Organic
354,Ahmedabad,KA,2023-04-15,Instagram
355,Ahmedabad,MH,2023-12-09,Google Ads
356,Pune,MH,2023-06-10,Instagram
357,Delhi,DL,2023-05-03,Facebook Ads
358,Ahmedabad,TN,2023-05-16,Referral
359,Mumbai,MH,2023-07-22,Google Ads
360,Bangalore,MH,2023-03-09,Organic
361,Hyderabad,MH,2023-12-10,Facebook Ads
362,Mumbai,DL,2023-11-27,Facebook Ads
363,Mumbai,TN,2023-06-03,Instagram
364,Delhi,TS,2023-08-23,Facebook Ads
365,Pune,WB,2023-06-11,Google Ads
366,Pune,GJ,2023-02-07,Instagram
367,Kolkata,TN,2023-01-05,Facebook Ads
368,Delhi,GJ,2023-08-23,Organic
369,Bangalore,KA,2023-11-15,Google Ads
370,Pune,MH,2023-10-16,Organic
371,Hyderabad,KA,2023-02-21,Organic
372,Ahmedabad,TS,2023-02-07,Instagram
373,Delhi,KA,2023-10-03,Referral
374,Ahmedabad,TN,2023-04-20,Instagram
375,Mumbai,KA,2023-09-17,Google Ads
376,Hyderabad,TS,2023-05-16,Google Ads
377,Hyderabad,TS,2023-03-09,Instagram
378,Mumbai,TS,2023-06-28,Referral
379,Delhi,TN,2023-02-05,Instagram
380,Mumbai,TS,2023-05-06,Google Ads
381,Ahmedabad,MH,2023-07-09,Referral
382,Kolkata,MH,2023-05-26,Google Ads
383,Hyderabad,TS,2023-03-22,Referral
384,Chennai,KA,2023-08-13,Referral
385,Chennai,WB,2023-10-06,Instagram
386,Ahmedabad,KA,2023-12-27,Instagram
387,Bangalore,WB,2023-06-04,Instagram
388,Pune,KA,2023-11-10,Referral
389,Mumbai,TN,2023-12-01,Referral
390,Mumbai,KA,2023-09-28,Google Ads
391,Bangalore,TN,2023-01-05,Organic
392,Bangalore,TN,2023-12-08,Instagram
393,Ahmedabad,TS,2023-10-11,Google Ads
394,Ahmedabad,MH,2023-06-03,Google Ads
395,Bangalore,WB,2023-12-06,Facebook Ads
396,Hyderabad,TS,2023-02-23,Instagram
397,Ahmedabad,TS,2023-03-10,Google Ads
398,Kolkata,MH,2023-05-16,Facebook Ads
399,Ahmedabad,TN,2023-03-01,Instagram
400,Mumbai,TN,2023-02-24,Referral
401,Ahmedabad,WB,2023-10-11,Facebook Ads
402,Hyderabad,KA,2023-03-21,Referral
403,Bangalore,KA,2023-05-20,Organic
404,Mumbai,GJ,2023-05-25,Organic
405,Ahmedabad,TS,2023-11-06,Organic
406,Hyderabad,GJ,2023-04-18,Organic
407,Kolkata,DL,2023-06-25,Google Ads
408,Ahmedabad,DL,2023-04-15,Organic
409,Hyderabad,GJ,2023-12-18,Google Ads
410,Kolkata,KA,2023-11-21,Google Ads
411,Bangalore,DL,2023-05-16,Instagram
412,Ahmedabad,MH,2023-09-16,Google Ads
413,Kolkata,KA,2023-09-08,Google Ads
414,Mumbai,TN,2023-05-09,Organic
415,Bangalore,TS,2023-01-27,Google Ads
416,Mumbai,MH,2023-02-17,Referral
417,Chennai,TS,2023-11-21,Organic
418,Delhi,GJ,2023-08-05,Facebook Ads
419,Ahmedabad,KA,2023-05-22,Organic
420,Kolkata,GJ,2023-01-23,Google Ads
421,Delhi,MH,2023-01-02,Referral
422,Delhi,KA,2023-06-20,Organic
423,Kolkata,TS,2023-03-08,Referral
424,Bangalore,MH,2023-11-23,Facebook Ads
425,Ahmedabad,MH,2023-05-15,Facebook Ads
426,Chennai,MH,2023-03-24,Instagram
427,Mumbai,WB,2023-08-15,Instagram
428,Hyderabad,KA,2023-10-10,Organic
429,Mumbai,DL,2023-12-28,Instagram
430,Hyderabad,DL,2023-08-07,Referral
431,Mumbai,KA,2023-10-15,Instagram
432,Kolkata,KA,2023-01-05,Referral
433,Chennai,WB,2023-02-27,Instagram
434,Ahmedabad,DL,2023-02-08,Instagram
435,Hyderabad,KA,2023-12-20,Instagram
436,Ahmedabad,KA,2023-03-18,Google Ads
437,Ahmedabad,GJ,2023-10-07,Google Ads
438,Ahmedabad,WB,2023-01-19,Instagram
439,Pune,WB,2023-07-09,Referral
440,Bangalore,TS,2023-10-26,Organic
441,Mumbai,WB,2023-10-10,Facebook Ads
442,Ahmedabad,MH,2023-03-17,Google Ads
443,Mumbai,DL,2023-08-09,Instagram
444,Ahmedabad,TS,2023-03-07,Facebook Ads
445,Hyderabad,MH,2023-01-22,Google Ads
446,Bangalore,KA,2023-06-07,Organic
447,Bangalore,GJ,2023-07-06,Referral
448,Kolkata,GJ,2023-01-21,Instagram
449,Pune,KA,2023-07-03,Organic
450,Kolkata,TS,2023-04-18,Google Ads
451,Kolkata,WB,2023-12-16,Instagram
452,Kolkata,MH,2023-05-08,Facebook Ads
453,Kolkata,GJ,2023-12-08,Referral
454,Kolkata,MH,2023-02-22,Google Ads
455,Chennai,KA,2023-07-01,Referral
456,Bangalore,MH,2023-10-14,Instagram
457,Kolkata,TN,2023-07-28,Organic
458,Ahmedabad,TS,2023-11-14,Referral
459,Bangalore,MH,2023-03-21,Facebook Ads
460,Bangalore,TS,2023-05-02,Google Ads
461,Delhi,DL,2023-03-25,Facebook Ads
462,Chennai,WB,2023-04-01,Referral
463,Kolkata,WB,2023-07-31,Organic
464,Mumbai,TS,2023-01-13,Organic
465,Hyderabad,KA,2023-04-02,Facebook Ads
466,Pune,KA,2023-06-20,Instagram
467,Ahmedabad,TN,2023-07-30,Instagram
468,Mumbai,TN,2023-12-09,Organic
469,Chennai,WB,2023-05-08,Facebook Ads
470,Hyderabad,TN,2023-05-17,Facebook Ads
471,Chennai,GJ,2023-03-23,Facebook Ads
472,Ahmedabad,GJ,2023-12-26,Referral
473,Bangalore,MH,2023-02-25,Instagram
474,Hyderabad,TN,2023-07-15,Instagram
475,Bangalore,MH,2023-01-20,Referral
476,Ahmedabad,TN,2023-08-29,Google Ads
477,Mumbai,WB,2023-04-24,Referral
478,Ahmedabad,WB,2023-04-13,Facebook Ads
479,Mumbai,MH,2023-08-24,Referral
480,Hyderabad,TS,2023-06-29,Facebook Ads
481,Hyderabad,WB,2023-06-06,Organic
482,Kolkata,TS,2023-04-27,Facebook Ads
483,Chennai,KA,2023-04-25,Instagram
484,Kolkata,GJ,2023-01-13,Referral
485,Chennai,MH,2023-12-04,Facebook Ads
486,Kolkata,MH,2023-04-09,Google Ads
487,Bangalore,WB,2023-07-24,Organic
488,Hyderabad,DL,2023-06-18,Google Ads
489,Mumbai,KA,2023-05-23,Google Ads
490,Chennai,TS,2023-02-05,Google Ads
491,Ahmedabad,WB,2023-05-23,Organic
492,Chennai,MH,2023-06-29,Organic
493,Mumbai,MH,2023-11-25,Organic
494,Kolkata,TN,2023-09-18,Organic
495,Chennai,MH,2023-07-24,Google Ads
496,Pune,DL,2023-12-14,Instagram
497,Bangalore,TS,2023-10-02,Instagram
498,Hyderabad,KA,2023-06-19,Organic
499,Mumbai,MH,2023-01-15,Referral
500,Hyderabad,MH,2023-03-01,Facebook Ads
501,Pune,DL,2023-05-14,Referral
502,Chennai,MH,2023-04-02,Referral
503,Chennai,WB,2023-10-25,Referral
504,Ahmedabad,TN,2023-05-16,Instagram
505,Pune,KA,2023-01-20,Facebook Ads
506,Mumbai,MH,2023-02-25,Referral
507,Ahmedabad,TS,2023-11-02,Organic
508,Bangalore,WB,2023-08-11,Instagram
509,Ahmedabad,WB,2023-06-26,Organic
510,Delhi,KA,2023-06-10,Organic
511,Mumbai,WB,2023-08-12,Referral
512,Delhi,TS,2023-11-07,Organic
513,Pune,MH,2023-09-19,Facebook Ads
514,Kolkata,KA,2023-03-01,Organic
515,Delhi,GJ,2023-07-17,Referral
516,Bangalore,WB,2023-10-23,Organic
517,Ahmedabad,WB,2023-04-08,Instagram
518,Kolkata,TS,2023-05-11,Instagram
519,Ahmedabad,TN,2023-01-23,Instagram
520,Delhi,TN,2023-12-29,Google Ads
521,Ahmedabad,MH,2023-08-12,Instagram
522,Pune,WB,2023-01-01,Instagram
523,Kolkata,GJ,2023-09-24,Google Ads
524,Pune,MH,2023-10-03,Instagram
525,Delhi,KA,2023-12-18,Referral
526,Pune,WB,2023-12-10,Instagram
527,Bangalore,DL,2023-04-11,Instagram
528,Delhi,KA,2023-07-06,Google Ads
529,Delhi,MH,2023-08-09,Referral
530,Delhi,TN,2023-02-05,Organic
531,Mumbai,GJ,2023-12-07,Facebook Ads
532,Ahmedabad,WB,2023-06-19,Referral
533,Mumbai,TS,2023-11-16,Organic
534,Mumbai,DL,2023-06-10,Referral
535,Bangalore,WB,2023-12-06,Organic
536,Kolkata,GJ,2023-03-05,Organic
537,Ahmedabad,MH,2023-06-03,Referral
538,Pune,MH,2023-09-17,Google Ads
539,Chennai,DL,2023-06-08,Referral
540,Delhi,MH,2023-12-08,Referral
541,Pune,WB,2023-07-29,Organic
542,Delhi,MH,2023-06-17,Facebook Ads
543,Bangalore,DL,2023-07-26,Organic
544,Delhi,MH,2023-12-23,Instagram
545,Mumbai,MH,2023-06-01,Referral
546,Ahmedabad,DL,2023-10-11,Referral
547,Chennai,DL,2023-03-07,Google Ads
548,Hyderabad,MH,2023-04-09,Organic
549,Delhi,MH,2023-08-04,Google Ads
550,Pune,GJ,2023-12-07,Referral
551,Mumbai,TN,2023-07-14,Organic
552,Hyderabad,DL,2023-12-13,Organic
553,Chennai,WB,2023-03-31,Instagram
554,Hyderabad,KA,2023-11-12,Instagram
555,Mumbai,TS,2023-10-19,Facebook Ads
556,Ahmedabad,MH,2023-06-04,Instagram
557,Ahmedabad,MH,2023-07-27,Organic
558,Kolkata,TS,2023-10-08,Instagram
559,Ahmedabad,TN,2023-01-01,Facebook Ads
560,Kolkata,TS,2023-06-05,Referral
561,Hyderabad,DL,2023-05-27,Instagram
562,Bangalore,TS,2023-04-18,Organic
563,Pune,MH,2023-08-09,Referral
564,Pune,TS,2023-10-24,Organic
565,Hyderabad,KA,2023-11-07,Referral
566,Delhi,WB,2023-12-02,Organic
567,Delhi,DL,2023-06-14,Instagram
568,Ahmedabad,TS,2023-08-27,Instagram
569,Pune,MH,2023-08-15,Facebook Ads
570,Pune,MH,2023-08-15,Referral
571,Kolkata,WB,2023-12-12,Facebook Ads
572,Bangalore,DL,2023-04-20,Google Ads
573,Mumbai,MH,2023-09-19,Instagram
574,Delhi,TN,2023-08-31,Referral
575,Pune,KA,2023-03-28,Facebook Ads
576,Kolkata,GJ,2023-12-04,Facebook Ads
577,Chennai,TN,2023-02-13,Google Ads
578,Kolkata,GJ,2023-05-26,Facebook Ads
579,Delhi,KA,2023-09-21,Organic
580,Delhi,TS,2023-12-06,Instagram
581,Kolkata,DL,2023-11-21,Facebook Ads
582,Mumbai,TS,2023-11-14,Facebook Ads
583,Hyderabad,KA,2023-06-21,Google Ads
584,Delhi,KA,2023-02-17,Organic
585,Kolkata,KA,2023-05-01,Facebook Ads
586,Pune,GJ,2023-12-11,Instagram
587,Kolkata,WB,2023-06-08,Instagram
588,Bangalore,MH,2023-04-26,Facebook Ads
589,Hyderabad,DL,2023-04-12,Organic
590,Chennai,TS,2023-03-17,Instagram
591,Mumbai,TS,2023-01-13,Instagram
592,Ahmedabad,TN,2023-01-24,Organic
593,Chennai,GJ,2023-05-06,Organic
594,Hyderabad,KA,2023-09-01,Facebook Ads
595,Hyderabad,MH,2023-11-09,Referral
