order_id,order_date,customer_id,product_id,quantity,selling_price,discount_amount,payment_type,shipping_cost,delivery_date
75,2024-12-19,5531,204,2,2362.64,472.53,Prepaid,65,2024-12-23
76,2024-04-15,2753,770,1,1905.4,95.27,COD,180,2024-04-20
77,2024-09-11,4119,908,2,257.55,0.0,Prepaid,92,2024-09-18
78,2024-12-07,2782,187,1,3138.6,0.0,Prepaid,104,2024-12-14
79,2024-03-26,5037,197,2,576.73,57.67,COD,96,2024-03-31
80,2024-06-02,2977,638,3,4471.5,223.58,Prepaid,85,2024-06-04
81,2024-08-11,1653,300,3,2694.37,538.87,COD,115,2024-08-17
82,2024-09-11,5206,779,3,7414.58,1482.92,UPI,46,2024-09-17
83,2024-02-08,6885,506,1,6412.82,641.28,Prepaid,90,2024-02-14
84,2024-10-01,1754,906,1,6228.56,0.0,Prepaid,61,2024-10-05
85,2024-05-27,2173,769,2,794.7,79.47,Prepaid,90,2024-06-01
86,2024-01-25,2436,637,1,1994.5,398.9,COD,75,2024-01-30
87,2024-10-20,3294,104,2,5245.08,524.51,Prepaid,107,2024-10-22
88,2024-04-25,5117,490,2,2127.58,425.52,Prepaid,55,2024-05-02
89,2024-02-17,5880,118,3,1594.95,159.49,Prepaid,102,2024-02-24
90,2024-10-23,777,581,3,2138.4,427.68,COD,43,2024-10-30
91,2024-10-30,2760,261,3,1086.57,217.31,COD,120,2024-11-03
92,2024-05-19,552,498,2,3546.69,0.0,Prepaid,50,2024-05-23
93,2024-10-17,6564,683,2,3689.71,0.0,Prepaid,174,2024-10-23
94,2024-09-28,3894,872,3,6177.4,0.0,COD,87,2024-10-02
95,2024-08-06,1719,714,3,2015.73,403.15,Prepaid,113,2024-08-13
96,2024-06-26,6518,801,3,4973.74,0.0,Prepaid,155,2024-07-02
97,2024-02-09,5338,408,1,5635.74,0.0,Prepaid,122,2024-02-14
98,2024-06-03,4135,782,2,4156.45,415.64,UPI,85,2024-06-10
99,2024-06-02,3547,605,2,1233.85,61.69,COD,140,2024-06-04
100,2024-12-05,4424,205,3,6724.36,1344.87,COD,86,2024-12-10
101,2024-06-09,1640,630,3,5311.46,265.57,UPI,47,2024-06-13
102,2024-07-31,3296,905,3,5529.65,1105.93,COD,127,2024-08-04
103,2024-05-08,5120,45,3,2743.47,274.35,COD,67,2024-05-10
104,2024-09-20,3713,736,2,3240.93,324.09,UPI,93,2024-09-24
105,2024-12-09,6255,453,3,7713.58,771.36,UPI,98,2024-12-16
106,2024-10-07,1480,411,1,6097.09,609.71,COD,49,2024-10-13
107,2024-01-10,5144,185,1,2914.95,291.49,COD,185,2024-01-15
108,2024-12-26,4229,888,2,2111.21,0.0,Prepaid,99,2025-01-01
109,2024-04-05,4726,654,1,7119.02,355.95,Prepaid,117,2024-04-12
110,2024-09-12,1745,678,2,1901.27,380.25,Prepaid,128,2024-09-17
111,2024-12-04,7882,608,3,4655.62,931.12,COD,82,2024-12-07
112,2024-08-27,2195,858,3,2645.86,132.29,COD,40,2024-08-30
113,2024-11-22,4365,200,2,8028.64,0.0,COD,175,2024-11-24
114,2024-11-10,6986,627,1,4111.09,0.0,UPI,89,2024-11-13
115,2024-08-10,7657,887,1,3683.18,368.32,COD,176,2024-08-12
116,2024-10-16,5953,694,3,4460.07,446.01,COD,112,2024-10-20
117,2024-11-16,491,494,2,5488.97,0.0,COD,148,2024-11-18
118,2024-09-24,1644,460,2,2280.4,114.02,Prepaid,45,2024-09-29
119,2024-07-05,3789,753,1,5677.93,283.9,UPI,74,2024-07-10
120,2024-03-16,1970,146,1,1839.58,91.98,UPI,103,2024-03-18
121,2024-03-18,6115,234,3,1646.48,82.32,UPI,84,2024-03-24
122,2024-12-16,6272,414,1,5956.2,297.81,Prepaid,94,2024-12-19
123,2024-06-02,6916,422,1,946.5,94.65,COD,199,2024-06-06
124,2024-08-10,3361,155,1,4915.76,0.0,COD,100,2024-08-16
125,2024-06-12,7047,779,3,5852.54,292.63,COD,78,2024-06-15
126,2024-02-02,5194,966,2,521.6,0.0,COD,138,2024-02-05
127,2024-04-14,6931,759,2,1677.64,335.53,Prepaid,150,2024-04-18
128,2024-07-30,2187,532,1,1223.23,244.65,UPI,97,2024-08-04
129,2024-05-26,5293,610,1,3234.27,0.0,COD,109,2024-05-28
130,2024-03-23,2101,855,3,950.85,47.54,Prepaid,54,2024-03-30
131,2024-12-17,4926,571,1,2267.95,226.8,UPI,49,2024-12-22
132,2024-04-30,3325,578,1,7041.81,1408.36,Prepaid,80,2024-05-06
133,2024-05-02,931,158,1,1276.98,0.0,UPI,133,2024-05-04
134,2024-03-17,1573,569,1,4642.04,0.0,COD,63,2024-03-22
135,2024-01-15,2012,664,1,4769.11,238.46,UPI,55,2024-01-20
136,2024-06-07,3803,817,2,7744.96,1548.99,Prepaid,129,2024-06-14
137,2024-09-05,4587,308,2,3766.38,188.32,COD,141,2024-09-12
138,2024-08-11,3458,222,3,5787.23,578.72,COD,75,2024-08-13
139,2024-11-27,7420,586,2,2348.71,469.74,COD,132,2024-12-04
140,2024-01-19,1655,702,1,318.2,31.82,COD,95,2024-01-21
141,2024-03-22,2235,197,2,487.99,24.4,UPI,82,2024-03-24
142,2024-03-10,239,4,3,3130.59,313.06,Prepaid,147,2024-03-14
143,2024-05-12,6469,982,1,1745.95,349.19,Prepaid,113,2024-05-19
144,2024-05-22,5396,190,3,3444.62,0.0,UPI,89,2024-05-25
145,2024-10-08,1442,2,3,3787.79,189.39,Prepaid,92,2024-10-14
146,2024-11-25,6984,575,3,1190.94,59.55,Prepaid,119,2024-12-02
147,2024-01-22,7896,576,3,1565.74,0.0,Prepaid,172,2024-01-27
148,2024-09-05,6409,18,2,6111.12,1222.22,Prepaid,196,2024-09-11
149,2024-01-11,454,653,3,6481.9,1296.38,COD,75,2024-01-14
150,2024-02-12,2572,275,1,5130.21,513.02,UPI,172,2024-02-16
151,2024-11-04,2442,73,1,3900.13,195.01,Prepaid,48,2024-11-10
152,2024-02-02,7378,292,1,5361.44,0.0,Prepaid,103,2024-02-06
153,2024-07-27,7347,899,1,3419.71,683.94,COD,58,2024-08-02
154,2024-07-05,5503,82,2,2129.83,212.98,Prepaid,126,2024-07-07
155,2024-12-02,7256,153,3,2738.41,0.0,UPI,66,2024-12-09
156,2024-02-16,3252,460,2,2111.54,422.31,Prepaid,182,2024-02-22
157,2024-03-12,1934,325,1,4028.72,805.74,Prepaid,187,2024-03-19
158,2024-02-27,4678,800,3,2081.42,208.14,COD,76,2024-03-02
159,2024-09-13,7643,50,3,4749.72,0.0,Prepaid,139,2024-09-20
160,2024-03-02,4276,556,3,3144.87,628.97,UPI,44,2024-03-07
161,2024-12-06,6792,131,1,7458.2,745.82,UPI,115,2024-12-12
162,2024-10-24,7780,804,2,2761.31,276.13,COD,175,2024-10-31
163,2024-09-25,2063,734,1,3101.44,310.14,UPI,43,2024-10-01
164,2024-09-11,7247,500,2,564.24,56.42,Prepaid,162,2024-09-18
165,2024-02-16,1951,851,1,4075.22,0.0,COD,92,2024-02-21
166,2024-11-03,1002,850,2,6006.39,1201.28,COD,156,2024-11-08
167,2024-06-09,2698,260,2,7915.39,395.77,UPI,158,2024-06-14
168,2024-10-26,6040,929,1,3593.9,179.7,UPI,57,2024-11-02
169,2024-07-18,6602,891,3,1052.51,52.63,COD,70,2024-07-20
170,2024-04-30,7664,62,2,5154.98,515.5,COD,53,2024-05-05
171,2024-08-04,1786,886,1,6248.18,312.41,COD,135,2024-08-10
172,2024-03-14,876,898,3,1013.37,0.0,COD,181,2024-03-16
173,2024-03-30,1754,639,2,2256.51,112.83,Prepaid,97,2024-04-02
174,2024-05-20,3601,649,1,5398.95,1079.79,COD,118,2024-05-26
175,2024-07-28,2084,26,1,3304.02,660.8,COD,41,2024-08-02
176,2024-10-28,459,317,2,6081.38,0.0,Prepaid,129,2024-11-02
177,2024-09-08,4371,46,2,6438.09,0.0,Prepaid,68,2024-09-14
178,2024-07-10,5732,618,1,5176.74,258.84,UPI,71,2024-07-15
179,2024-02-27,2593,450,3,4739.48,473.95,Prepaid,76,2024-03-04
180,2024-10-06,3472,171,2,7140.19,714.02,COD,105,2024-10-10
181,2024-08-31,5593,644,3,873.61,43.68,Prepaid,41,2024-09-05
182,2024-05-06,7892,246,2,8555.82,427.79,Prepaid,131,2024-05-09
183,2024-05-22,7205,466,2,7963.15,1592.63,COD,41,2024-05-27
184,2024-03-15,2974,472,2,3394.97,0.0,Prepaid,195,2024-03-22
185,2024-08-31,5863,3,3,6774.75,0.0,Prepaid,106,2024-09-02
186,2024-07-07,6729,891,3,974.87,194.97,COD,52,2024-07-12
187,2024-06-06,173,30,2,1329.14,66.46,UPI,106,2024-06-08
188,2024-11-26,7921,78,1,6189.73,309.49,UPI,79,2024-11-29
189,2024-11-06,286,13,3,1722.83,172.28,COD,129,2024-11-13
190,2024-12-05,6545,202,3,4751.9,0.0,COD,76,2024-12-11
191,2024-01-28,5659,165,2,4504.31,0.0,Prepaid,66,2024-01-31
192,2024-12-09,1964,88,2,6246.41,624.64,COD,40,2024-12-16
193,2024-05-09,4528,910,1,7930.99,0.0,COD,103,2024-05-13
194,2024-07-15,2534,901,1,4046.05,809.21,COD,64,2024-07-21
195,2024-11-23,7852,969,2,6772.7,0.0,Prepaid,59,2024-11-27
196,2024-12-24,2973,306,3,3853.65,770.73,Prepaid,179,2024-12-30
197,2024-12-16,1000,63,3,6177.11,308.86,COD,147,2024-12-20
198,2024-09-30,7103,806,1,3077.24,0.0,UPI,123,2024-10-07
199,2024-05-01,7026,899,3,2404.82,120.24,COD,76,2024-05-05
200,2024-08-14,3183,439,3,2001.75,400.35,COD,45,2024-08-20
201,2024-01-05,7453,308,1,3645.84,729.17,COD,69,2024-01-07
202,2024-07-20,7599,870,2,6939.02,346.95,COD,46,2024-07-22
203,2024-05-10,2465,90,3,5547.81,1109.56,UPI,160,2024-05-15
204,2024-02-16,7671,383,2,7788.0,0.0,UPI,81,2024-02-23
205,2024-04-30,2437,575,1,935.04,187.01,Prepaid,193,2024-05-05
206,2024-04-17,7041,512,1,4533.95,906.79,Prepaid,179,2024-04-20
207,2024-03-23,7503,350,2,4345.33,869.07,Prepaid,127,2024-03-27
208,2024-08-12,5173,744,1,1316.53,0.0,Prepaid,69,2024-08-16
209,2024-06-11,7205,431,1,2101.46,420.29,COD,151,2024-06-13
210,2024-11-25,3329,283,3,1849.21,92.46,COD,43,2024-12-02
211,2024-01-18,2245,326,2,1910.54,382.11,Prepaid,185,2024-01-22
212,2024-02-11,6744,164,1,3320.63,0.0,COD,196,2024-02-13
213,2024-09-08,3860,936,2,837.66,41.88,Prepaid,73,2024-09-10
214,2024-07-30,7590,746,1,2359.84,235.98,COD,53,2024-08-02
215,2024-06-19,5877,914,1,1650.03,165.0,COD,111,2024-06-22
216,2024-08-04,7183,539,2,1024.01,102.4,UPI,117,2024-08-06
217,2024-02-21,6754,449,1,6088.17,0.0,Prepaid,186,2024-02-27
218,2024-03-23,5722,647,2,2551.68,255.17,COD,99,2024-03-26
219,2024-05-13,4148,244,3,6431.19,1286.24,Prepaid,172,2024-05-18
220,2024-02-03,2883,226,1,1972.8,197.28,UPI,112,2024-02-08
221,2024-08-03,4933,599,3,3002.82,150.14,COD,171,2024-08-05
222,2024-10-07,6044,356,3,5861.42,293.07,COD,148,2024-10-13
223,2024-06-16,3714,960,1,6645.24,332.26,Prepaid,69,2024-06-22
224,2024-12-21,225,244,2,7836.19,1567.24,COD,60,2024-12-23
225,2024-01-27,5255,366,3,5761.52,576.15,UPI,142,2024-02-01
226,2024-11-24,1506,597,3,5908.16,590.82,UPI,141,2024-11-26
227,2024-11-18,3633,779,3,6216.12,310.81,COD,74,2024-11-23
228,2024-11-24,1115,925,2,2373.28,118.66,COD,74,2024-11-27
229,2024-01-02,3283,825,2,6737.26,673.73,Prepaid,40,2024-01-09
230,2024-04-12,5148,672,2,2915.35,291.53,COD,106,2024-04-19
231,2024-06-05,2571,241,1,4209.29,420.93,COD,196,2024-06-09
232,2024-10-21,674,714,1,2410.11,120.51,UPI,195,2024-10-25
233,2024-02-26,1293,215,1,1606.08,0.0,Prepaid,189,2024-02-28
234,2024-05-07,4231,864,2,1874.73,374.95,UPI,43,2024-05-14
235,2024-12-31,7944,807,3,6644.3,1328.86,COD,147,2025-01-04
236,2024-11-28,6252,4,1,3754.37,375.44,COD,60,2024-12-03
237,2024-03-07,6939,340,3,7440.85,744.08,COD,71,2024-03-13
238,2024-10-31,5618,720,2,5555.75,277.79,UPI,122,2024-11-03
239,2024-07-29,6494,370,3,5016.3,0.0,COD,74,2024-07-31
240,2024-06-12,3699,484,1,5710.58,285.53,COD,174,2024-06-18
241,2024-09-01,7156,135,2,3715.2,371.52,Prepaid,96,2024-09-05
242,2024-03-09,2136,438,3,2059.19,411.84,Prepaid,76,2024-03-15
243,2024-03-29,5632,790,1,2729.14,545.83,COD,83,2024-04-01
244,2024-10-30,6773,216,3,5539.56,1107.91,COD,169,2024-11-04
245,2024-06-16,6550,442,3,987.57,197.51,Prepaid,82,2024-06-20
246,2024-05-24,1628,143,1,5483.18,274.16,COD,133,2024-05-26
247,2024-02-13,3396,106,3,2957.61,591.52,Prepaid,115,2024-02-17
248,2024-07-07,1491,7,2,1526.58,305.32,Prepaid,188,2024-07-13
249,2024-07-20,7180,522,1,5433.1,271.65,COD,119,2024-07-23
250,2024-07-12,7740,313,2,1010.98,50.55,Prepaid,170,2024-07-18
251,2024-10-19,1839,676,2,5731.44,573.14,Prepaid,138,2024-10-21
252,2024-01-11,7767,280,1,6780.48,678.05,COD,174,2024-01-16
253,2024-01-12,7563,857,1,5296.78,529.68,COD,145,2024-01-17
254,2024-10-12,5302,198,3,4698.86,939.77,UPI,171,2024-10-18
255,2024-11-09,5134,356,1,5584.12,0.0,UPI,173,2024-11-12
256,2024-04-27,7429,626,1,7971.19,0.0,UPI,78,2024-04-29
257,2024-02-15,7981,377,2,602.69,120.54,Prepaid,103,2024-02-18
258,2024-08-24,1625,846,1,4510.05,225.5,COD,183,2024-08-27
259,2024-05-14,5745,570,2,3379.99,0.0,Prepaid,145,2024-05-19
260,2024-03-27,408,145,1,1739.83,347.97,UPI,172,2024-04-01
261,2024-07-24,5063,517,2,3839.88,191.99,COD,78,2024-07-28
262,2024-08-07,4919,630,3,5668.31,283.42,Prepaid,41,2024-08-12
263,2024-05-13,1223,847,1,2403.67,480.73,COD,89,2024-05-15
264,2024-02-15,7849,991,2,4689.09,937.82,UPI,65,2024-02-17
265,2024-07-07,1394,592,3,438.76,43.88,COD,142,2024-07-10
266,2024-10-17,962,8,2,5794.1,1158.82,Prepaid,127,2024-10-23
267,2024-01-08,5887,528,2,4248.8,424.88,COD,199,2024-01-12
268,2024-09-26,3565,964,2,7792.88,1558.58,Prepaid,121,2024-10-01
269,2024-08-20,6777,428,2,4104.64,820.93,Prepaid,50,2024-08-25
270,2024-12-10,4049,949,3,6389.43,1277.89,Prepaid,58,2024-12-12
271,2024-03-01,1839,551,3,3558.68,177.93,COD,163,2024-03-05
272,2024-12-31,1665,817,1,6493.73,649.37,Prepaid,65,2025-01-05
273,2024-04-07,7751,978,1,4957.12,495.71,Prepaid,188,2024-04-11
274,2024-05-16,2359,468,2,6396.45,0.0,COD,194,2024-05-21
275,2024-09-10,3130,261,2,863.39,86.34,COD,87,2024-09-16
276,2024-03-07,3534,258,2,4378.55,0.0,COD,174,2024-03-09
277,2024-04-15,4916,652,1,1703.42,170.34,Prepaid,91,2024-04-17
278,2024-04-20,6751,113,1,5642.75,282.14,UPI,187,2024-04-24
279,2024-05-24,5954,3,2,6886.57,1377.31,Prepaid,130,2024-05-29
280,2024-12-12,1552,679,1,839.26,0.0,COD,50,2024-12-15
281,2024-08-02,1478,800,3,2692.09,134.6,Prepaid,97,2024-08-09
282,2024-07-28,6492,68,3,6354.03,317.7,Prepaid,77,2024-08-02
283,2024-03-15,236,265,3,1395.12,279.02,COD,181,2024-03-17
284,2024-05-28,7997,438,3,1891.3,378.26,Prepaid,90,2024-05-30
285,2024-05-14,1930,637,3,2125.62,0.0,UPI,63,2024-05-18
286,2024-11-12,3695,85,2,7401.26,740.13,Prepaid,162,2024-11-16
287,2024-05-07,3029,861,3,5438.33,271.92,COD,141,2024-05-14
288,2024-10-25,5606,489,2,3072.35,0.0,COD,188,2024-10-28
289,2024-11-27,3754,239,3,5103.93,510.39,COD,130,2024-12-01
290,2024-02-13,85,564,1,673.98,134.8,COD,81,2024-02-17
291,2024-08-28,1092,394,2,1477.06,295.41,Prepaid,107,2024-09-03
292,2024-06-14,7983,765,1,1031.77,103.18,COD,40,2024-06-18
293,2024-12-20,3257,622,1,7336.56,0.0,UPI,134,2024-12-23
294,2024-12-17,1739,644,3,1147.94,57.4,UPI,98,2024-12-21
295,2024-12-31,3142,394,2,1735.83,0.0,COD,164,2025-01-06
296,2024-12-28,3468,757,3,4269.68,213.48,COD,147,2025-01-03
297,2024-11-01,2100,971,3,6357.07,635.71,Prepaid,103,2024-11-04
298,2024-02-07,781,299,2,1606.33,321.27,COD,43,2024-02-14
299,2024-10-12,482,741,3,1991.08,99.55,COD,180,2024-10-18
300,2024-01-27,2727,564,3,543.57,108.71,COD,197,2024-01-31
301,2024-04-30,3858,859,1,494.52,98.9,Prepaid,72,2024-05-04
302,2024-06-30,4968,637,3,1752.67,0.0,Prepaid,193,2024-07-04
303,2024-12-09,7924,973,3,8377.14,1675.43,Prepaid,149,2024-12-12
304,2024-11-02,5813,236,2,1283.49,128.35,COD,158,2024-11-09
305,2024-01-24,44,784,3,5075.16,0.0,UPI,68,2024-01-27
306,2024-05-09,4134,501,3,3663.12,183.16,Prepaid,156,2024-05-14
307,2024-11-13,3121,130,1,6947.0,1389.4,COD,50,2024-11-16
308,2024-06-03,3234,414,3,4909.63,981.93,UPI,131,2024-06-05
309,2024-12-09,3039,107,1,4603.46,0.0,Prepaid,63,2024-12-12
310,2024-03-08,7931,536,1,688.44,137.69,Prepaid,86,2024-03-10
311,2024-10-13,337,172,1,3699.42,0.0,UPI,121,2024-10-16
312,2024-10-24,1470,64,3,432.06,21.6,COD,161,2024-10-31
313,2024-05-13,1392,959,2,6112.74,611.27,COD,176,2024-05-16
314,2024-09-14,4038,707,1,1586.27,158.63,COD,199,2024-09-20
315,2024-06-22,7192,376,1,3084.04,616.81,COD,114,2024-06-29
316,2024-08-27,1081,396,2,1456.28,145.63,Prepaid,106,2024-08-30
317,2024-02-15,2600,339,2,6593.82,0.0,COD,73,2024-02-19
318,2024-12-29,4346,730,3,2637.12,263.71,COD,108,2025-01-03
319,2024-08-09,1162,606,2,5274.82,1054.96,UPI,44,2024-08-11
320,2024-05-13,958,849,2,2890.9,289.09,Prepaid,164,2024-05-19
321,2024-06-09,362,659,3,2304.52,230.45,UPI,80,2024-06-11
322,2024-03-06,4090,728,1,5216.74,521.67,Prepaid,132,2024-03-08
323,2024-05-23,6127,78,3,4783.2,239.16,UPI,175,2024-05-25
324,2024-07-03,7588,576,3,1510.04,302.01,COD,52,2024-07-10
325,2024-08-08,2318,211,1,5006.3,0.0,UPI,113,2024-08-13
326,2024-05-14,5022,197,2,443.2,88.64,Prepaid,112,2024-05-18
327,2024-05-15,4236,106,3,3452.03,690.41,COD,167,2024-05-21
328,2024-06-09,3570,290,2,1215.39,60.77,COD,80,2024-06-11
329,2024-03-25,2585,991,3,3522.18,352.22,COD,192,2024-03-29
330,2024-09-08,6257,738,2,4985.46,997.09,Prepaid,112,2024-09-10
331,2024-03-18,4553,312,3,2307.6,461.52,Prepaid,172,2024-03-20
332,2024-12-02,5216,81,2,3913.51,0.0,UPI,128,2024-12-09
333,2024-08-13,436,104,3,7777.04,1555.41,Prepaid,63,2024-08-18
334,2024-04-06,1218,18,2,5969.25,298.46,COD,160,2024-04-13
335,2024-01-28,1884,640,1,3887.87,194.39,UPI,161,2024-02-03
336,2024-04-03,294,964,3,8587.68,0.0,Prepaid,93,2024-04-08
337,2024-08-28,2132,96,2,8580.34,1716.07,COD,102,2024-09-01
338,2024-03-24,5784,921,2,421.15,21.06,Prepaid,138,2024-03-30
339,2024-08-27,3576,531,1,6202.41,620.24,Prepaid,148,2024-09-01
340,2024-02-29,7334,560,1,4869.06,0.0,UPI,98,2024-03-04
341,2024-09-10,335,467,1,1892.0,94.6,COD,97,2024-09-15
342,2024-08-14,2921,211,3,4665.56,466.56,Prepaid,170,2024-08-20
343,2024-12-29,4595,590,1,3453.71,690.74,Prepaid,141,2025-01-01
344,2024-09-05,3750,964,2,6315.64,1263.13,COD,198,2024-09-07
345,2024-09-09,922,567,1,3102.89,620.58,Prepaid,105,2024-09-13
346,2024-03-16,1013,716,1,2840.62,284.06,COD,179,2024-03-20
347,2024-06-27,767,117,2,7669.94,383.5,Prepaid,175,2024-07-01
348,2024-04-14,7113,370,1,6667.47,0.0,COD,61,2024-04-20
349,2024-05-25,1480,567,3,2529.73,505.95,COD,75,2024-05-30
350,2024-03-27,6144,56,3,3961.39,198.07,COD,80,2024-03-30
351,2024-09-17,6739,917,1,7406.33,0.0,UPI,120,2024-09-22
352,2024-05-19,4615,496,3,3102.39,620.48,COD,60,2024-05-22
353,2024-12-05,4798,766,1,6655.17,0.0,COD,52,2024-12-08
354,2024-04-18,4781,143,3,6428.98,642.9,COD,65,2024-04-25
355,2024-01-03,4310,651,2,7220.62,361.03,Prepaid,166,2024-01-05
356,2024-10-19,1480,847,1,2256.9,0.0,COD,68,2024-10-26
357,2024-08-01,7541,262,3,5756.97,575.7,UPI,64,2024-08-06
358,2024-02-09,2017,681,2,681.94,34.1,COD,146,2024-02-16
359,2024-09-12,5546,535,1,4562.48,0.0,Prepaid,144,2024-09-16
360,2024-02-18,7270,294,3,4830.27,241.51,COD,188,2024-02-24
361,2024-06-17,213,240,2,7825.6,0.0,Prepaid,42,2024-06-23
362,2024-05-25,5582,992,2,1646.34,0.0,COD,95,2024-05-31
363,2024-12-14,1000,909,2,3231.96,323.2,COD,82,2024-12-16
