order_id,order_date,customer_id,product_id,quantity,selling_price,discount_amount,payment_type,shipping_cost,delivery_date,order_net_value,city,state,signup_date,acquisition_channel,category,sub_category,cost_price,supplier,return_id,return_date,return_reason,refund_amount,refund_processed_days,net_revenue,gross_revenue,discount_pct,order_value,total_cost,gross_profit,profit_margin_pct,return_flag,return_loss,refund_delay_flag,total_orders,total_return,total_revenue,total_profit,customer_return_rate,product_orders,product_returns,product_profit,product_return_rate
15,2024-09-11,4017,991,3,4055.78,811.16,COD,71,2024-09-16,3244.6200000000003,Hyderabad,WB,2023-03-26,Organic,Beauty,Haircare,2647,Supplier_41,,,,,,3244.6200000000003,12167.34,0.20000098624678853,9733.86,7941,1721.8600000000006,0.17689385300384436,0,0.0,0,8,2,52737.03,16227.030000000002,0.25,46,11,89428.17,0.2391304347826087
16,2024-09-15,2144,805,1,5049.02,1009.8,Prepaid,94,2024-09-22,4039.2200000000003,Chennai,WB,2023-11-24,Organic,Beauty,Skincare,3437,Supplier_6,,,,,,4039.2200000000003,5049.02,0.1999992077670518,4039.2200000000003,3437,508.22000000000025,0.1258213219383941,0,0.0,0,8,2,55423.56,11674.560000000001,0.25,56,19,134284.83,0.3392857142857143
17,2024-10-04,2815,323,1,5117.16,0.0,UPI,59,2024-10-07,5117.16,Hyderabad,MH,2023-04-25,Instagram,Fashion,Jeans,4144,Supplier_45,,,,,,5117.16,5117.16,0.0,5117.16,4144,914.1599999999999,0.17864596768520036,0,0.0,0,6,0,42184.63,9369.63,0.0,48,13,160517.78,0.2708333333333333
18,2024-10-03,4478,16,1,803.84,160.77,UPI,194,2024-10-06,643.07,Ahmedabad,MH,2023-10-16,Google Ads,Electronics,Mobile,470,Supplier_40,,,,,,643.07,803.84,0.20000248805732485,643.07,470,-20.92999999999995,-0.03254700110407879,0,0.0,0,6,1,48033.14,13255.14,0.16666666666666666,53,13,14481.820000000002,0.24528301886792453
19,2024-01-10,7804,801,2,4850.12,970.02,COD,168,2024-01-15,3880.1,Chennai,KA,2023-08-25,Organic,Beauty,Skincare,3362,Supplier_20,,,,,,3880.1,9700.24,0.19999917527813746,7760.2,6724,868.1999999999998,0.11187855983093217,0,0.0,0,10,0,93301.33,26153.329999999998,0.0,52,16,128445.47,0.3076923076923077
20,2024-01-17,3526,803,3,5547.96,0.0,Prepaid,69,2024-01-24,5547.96,Chennai,KA,2023-05-28,Referral,Beauty,Skincare,3455,Supplier_14,6474.0,2024-01-29,Size Issue,5547.96,4.0,5547.96,16643.88,0.0,16643.88,10365,6209.880000000001,0.37310290629348447,1,5616.96,0,8,1,80126.38,25872.380000000005,0.125,35,9,94168.84,0.2571428571428571
21,2024-03-01,3143,932,3,3322.69,0.0,Prepaid,53,2024-03-04,3322.69,Pune,KA,2023-08-12,Instagram,Beauty,Haircare,2428,Supplier_1,,,,,,3322.69,9968.07,0.0,9968.07,7284,2631.0699999999997,0.2639497916848497,0,0.0,0,7,1,45082.340000000004,10580.34,0.14285714285714285,45,7,69300.04000000001,0.15555555555555556
22,2024-08-18,2577,661,3,8046.55,804.66,Prepaid,78,2024-08-21,7241.89,Mumbai,GJ,2023-12-02,Instagram,Home,Bedsheet,4744,Supplier_41,,,,,,7241.89,24139.65,0.10000062138431998,21725.670000000002,14232,7415.670000000002,0.34133216605057526,0,0.0,0,13,6,88741.34,22922.34,0.46153846153846156,63,19,217861.0,0.30158730158730157
23,2024-07-11,3626,49,1,4616.79,0.0,UPI,137,2024-07-15,4616.79,Delhi,MH,2023-11-22,Referral,Electronics,Mobile,3662,Supplier_37,,,,,,4616.79,4616.79,0.0,4616.79,3662,817.79,0.17713389606198246,0,0.0,0,9,3,41093.01,8024.01,0.3333333333333333,59,17,135029.97,0.288135593220339
24,2024-08-23,295,697,2,3560.28,356.03,Prepaid,42,2024-08-25,3204.25,Delhi,TS,2023-07-28,Instagram,Home,Lamp,2315,Supplier_2,,,,,,3204.25,7120.56,0.10000056175356993,6408.5,4630,1736.5,0.270968245299212,0,0.0,0,3,0,16143.230000000001,2710.230000000001,0.0,56,16,90944.0,0.2857142857142857
25,2024-01-17,1449,752,3,6026.66,0.0,COD,154,2024-01-20,6026.66,Kolkata,MH,2023-10-11,Instagram,Beauty,Skincare,3924,Supplier_32,,,,,,6026.66,18079.98,0.0,18079.98,11772,6153.98,0.3403753765214342,0,0.0,0,10,2,116076.01,39107.01,0.2,58,13,144675.65,0.22413793103448276
26,2024-10-12,5402,566,3,6882.42,1376.48,UPI,94,2024-10-14,5505.9400000000005,Hyderabad,GJ,2023-01-04,Instagram,Home,Cookware,3847,Supplier_50,,,,,,5505.9400000000005,20647.260000000002,0.1999994188090817,16517.82,11541,4882.82,0.2956092268834507,0,0.0,0,10,1,62144.13,16221.13,0.1,61,11,192214.36000000002,0.18032786885245902
27,2024-06-04,7248,808,2,2096.23,419.25,COD,58,2024-06-06,1676.98,Hyderabad,MH,2023-10-19,Facebook Ads,Beauty,Makeup,1505,Supplier_49,,,,,,1676.98,4192.46,0.20000190818755575,3353.96,3010,285.96000000000004,0.08526040859163497,0,0.0,0,8,1,67518.26,19590.260000000002,0.125,46,7,35700.62,0.15217391304347827
28,2024-12-27,1345,718,2,4185.59,837.12,Prepaid,49,2025-01-03,3348.4700000000003,Pune,GJ,2023-02-28,Google Ads,Home,Lamp,2897,Supplier_34,,,,,,3348.4700000000003,8371.18,0.20000047782988778,6696.9400000000005,5794,853.9400000000005,0.12751196815261903,0,0.0,0,5,3,41159.48,7632.480000000001,0.6,46,10,82391.36,0.21739130434782608
29,2024-09-08,3529,634,2,6748.67,674.87,COD,149,2024-09-14,6073.8,Hyderabad,TN,2023-10-17,Google Ads,Home,Bedsheet,4651,Supplier_12,,,,,,6073.8,13497.34,0.10000044453203372,12147.6,9302,2696.6000000000004,0.22198623596430572,0,0.0,0,4,0,34835.15,8984.150000000001,0.0,50,11,211185.91999999998,0.22
30,2024-03-09,2560,615,2,7742.32,387.12,COD,136,2024-03-11,7355.2,Kolkata,MH,2023-05-21,Instagram,Home,Cookware,4367,Supplier_38,,,,,,7355.2,15484.64,0.05000051664100683,14710.4,8734,5840.4,0.39702523384816185,0,0.0,0,4,2,45219.39,11147.390000000001,0.5,52,6,164853.95,0.11538461538461539
31,2024-07-18,3994,620,3,1380.51,69.03,COD,42,2024-07-23,1311.48,Chennai,MH,2023-10-18,Google Ads,Home,Cookware,1010,Supplier_20,,,,,,1311.48,4141.53,0.05000325966490645,3934.44,3030,862.44,0.21920273279043526,0,0.0,0,6,1,46173.520000000004,14527.520000000002,0.16666666666666666,57,14,34747.880000000005,0.24561403508771928
32,2024-02-26,4661,676,2,4167.24,208.36,COD,113,2024-03-03,3958.8799999999997,Chennai,MH,2023-12-05,Facebook Ads,Home,Bedsheet,3192,Supplier_49,,,,,,3958.8799999999997,8334.48,0.049999520066038916,7917.759999999999,6384,1420.7599999999993,0.17943963949399824,0,0.0,0,8,1,65135.45,17524.45,0.125,51,3,121896.18,0.058823529411764705
33,2024-12-11,4019,484,2,7203.15,720.32,Prepaid,152,2024-12-13,6482.83,Chennai,TN,2023-08-27,Instagram,Fashion,Jacket,4113,Supplier_12,,,,,,6482.83,14406.3,0.10000069414075788,12965.66,8226,4587.66,0.3538315828118275,0,0.0,0,10,2,65049.729999999996,19981.73,0.2,54,14,149704.59,0.25925925925925924
34,2024-12-03,4537,417,2,5124.07,512.41,UPI,50,2024-12-08,4611.66,Hyderabad,GJ,2023-09-21,Instagram,Fashion,Shoes,3619,Supplier_18,,,,,,4611.66,10248.14,0.10000058547209542,9223.32,7238,1935.3199999999997,0.2098289986685922,0,0.0,0,7,1,33020.33,9099.330000000002,0.14285714285714285,50,10,114838.83,0.2
35,2024-12-16,4419,816,2,7598.84,0.0,UPI,93,2024-12-19,7598.84,Bangalore,GJ,2023-09-01,Referral,Beauty,Makeup,4413,Supplier_3,,,,,,7598.84,15197.68,0.0,15197.68,8826,6278.68,0.4131341099430966,0,0.0,0,7,3,44155.21,14022.210000000001,0.42857142857142855,52,11,159788.21999999997,0.21153846153846154
36,2024-10-19,3849,955,3,7262.42,0.0,COD,188,2024-10-23,7262.42,Mumbai,KA,2023-12-03,Instagram,Beauty,Haircare,4778,Supplier_22,1004.0,2024-10-28,Late Delivery,7262.42,8.0,7262.42,21787.260000000002,0.0,21787.260000000002,14334,7265.260000000002,0.3334636847405319,1,7450.42,1,9,1,84365.82,20102.820000000003,0.1111111111111111,48,16,167660.81,0.3333333333333333
37,2024-08-31,4606,149,2,1862.83,93.14,Prepaid,84,2024-09-05,1769.6899999999998,Delhi,KA,2023-11-04,Instagram,Electronics,Headphones,1051,Supplier_3,,,,,,1769.6899999999998,3725.66,0.04999919477354348,3539.3799999999997,2102,1353.3799999999997,0.38237770456972686,0,0.0,0,4,1,7589.75,1248.7499999999995,0.25,45,16,34048.53,0.35555555555555557
38,2024-03-21,4151,925,1,2764.76,0.0,UPI,46,2024-03-24,2764.76,Hyderabad,GJ,2023-01-30,Referral,Beauty,Perfume,1688,Supplier_28,,,,,,2764.76,2764.76,0.0,2764.76,1688,1030.7600000000002,0.37282078733777985,0,0.0,0,5,2,22443.809999999998,7469.8099999999995,0.4,59,12,66001.75,0.2033898305084746
39,2024-01-29,3207,117,1,7862.38,0.0,Prepaid,101,2024-01-31,7862.38,Mumbai,KA,2023-11-03,Instagram,Electronics,Laptop,4896,Supplier_20,,,,,,7862.38,7862.38,0.0,7862.38,4896,2865.38,0.3644418102406651,0,0.0,0,9,4,97318.57,28589.57,0.4444444444444444,53,14,186464.81,0.2641509433962264
40,2024-05-14,4053,577,2,4096.09,0.0,UPI,188,2024-05-19,4096.09,Mumbai,MH,2023-01-16,Organic,Home,Cookware,2842,Supplier_26,,,,,,4096.09,8192.18,0.0,8192.18,5684,2320.1800000000003,0.2832188745852752,0,0.0,0,5,1,50220.83,16286.830000000002,0.2,52,17,110724.04,0.3269230769230769
41,2024-10-29,7954,806,3,3249.46,162.47,UPI,96,2024-11-03,3086.9900000000002,Pune,MH,2023-11-28,Google Ads,Beauty,Skincare,2246,Supplier_28,,,,,,3086.9900000000002,9748.380000000001,0.04999907676967865,9260.970000000001,6738,2426.970000000001,0.26206434099235837,0,0.0,0,9,1,75025.61,19308.61,0.1111111111111111,45,10,69055.12000000001,0.2222222222222222
42,2024-07-12,5054,346,1,1717.96,85.9,UPI,101,2024-07-15,1632.06,Kolkata,TS,2023-06-05,Facebook Ads,Fashion,Jeans,1147,Supplier_8,,,,,,1632.06,1717.96,0.050001164171459174,1632.06,1147,384.05999999999995,0.2353222308003382,0,0.0,0,5,0,19724.96,2999.959999999998,0.0,50,8,38417.450000000004,0.16
43,2024-12-12,2890,721,1,1798.19,179.82,UPI,119,2024-12-17,1618.3700000000001,Pune,TN,2023-09-26,Instagram,Home,Lamp,1257,Supplier_33,5919.0,2024-12-21,Late Delivery,1618.37,5.0,1618.3700000000001,1798.19,0.10000055611475983,1618.3700000000001,1257,242.37000000000012,0.14976179736401446,1,1737.37,0,3,1,8776.779999999999,2852.7799999999997,0.3333333333333333,48,13,39457.509999999995,0.2708333333333333
44,2024-05-25,2626,397,3,5846.29,292.31,COD,73,2024-05-27,5553.98,Kolkata,GJ,2023-01-20,Organic,Fashion,Shoes,4776,Supplier_35,,,,,,5553.98,17538.87,0.049999230281084245,16661.94,14328,2260.9399999999987,0.13569488306883826,0,0.0,0,5,1,57587.95,12987.95,0.2,48,13,165069.71000000002,0.2708333333333333
45,2024-02-01,231,205,3,5686.37,568.64,COD,66,2024-02-07,5117.73,Kolkata,WB,2023-01-04,Organic,Electronics,Smartwatch,3921,Supplier_30,,,,,,5117.73,17059.11,0.10000052757734723,15353.189999999999,11763,3524.1899999999987,0.22954122237789013,0,0.0,0,7,0,57285.76,14333.759999999998,0.0,47,11,151991.68,0.23404255319148937
46,2024-10-29,370,81,3,3005.62,601.12,COD,73,2024-11-01,2404.5,Pune,MH,2023-10-16,Organic,Electronics,Laptop,2344,Supplier_2,,,,,,2404.5,9016.86,0.19999866915977405,7213.5,7032,108.5,0.015041242115477924,0,0.0,0,12,0,88404.48,20987.48,0.0,50,9,80148.61,0.18
47,2024-03-06,6857,284,1,3386.19,0.0,COD,104,2024-03-09,3386.19,Chennai,MH,2023-06-04,Facebook Ads,Fashion,Shirt,2657,Supplier_49,,,,,,3386.19,3386.19,0.0,3386.19,2657,625.19,0.1846293326718229,0,0.0,0,3,0,8585.619999999999,2099.62,0.0,58,13,123788.03,0.22413793103448276
48,2024-07-06,2858,8,1,7141.53,1428.31,Prepaid,63,2024-07-12,5713.219999999999,Chennai,MH,2023-09-15,Organic,Electronics,Mobile,4224,Supplier_5,,,,,,5713.219999999999,7141.53,0.20000056010406733,5713.219999999999,4224,1426.2199999999993,0.24963505693811888,0,0.0,0,10,4,36034.13,8455.13,0.4,54,12,130852.31000000001,0.2222222222222222
49,2024-10-25,221,173,2,3530.21,0.0,Prepaid,79,2024-10-28,3530.21,Bangalore,TN,2023-05-07,Facebook Ads,Electronics,Headphones,2148,Supplier_16,,,,,,3530.21,7060.42,0.0,7060.42,4296,2685.42,0.38034847785259235,0,0.0,0,7,4,68710.04000000001,19993.04,0.5714285714285714,45,9,65337.61,0.2
50,2024-11-16,2796,980,2,3785.35,757.07,Prepaid,77,2024-11-23,3028.2799999999997,Ahmedabad,KA,2023-08-04,Instagram,Beauty,Haircare,2685,Supplier_33,,,,,,3028.2799999999997,7570.7,0.2,6056.5599999999995,5370,609.5599999999995,0.10064459032850323,0,0.0,0,8,2,53918.590000000004,12449.590000000004,0.25,52,8,88974.12,0.15384615384615385
51,2024-07-13,798,762,2,3921.52,784.3,Prepaid,63,2024-07-19,3137.2200000000003,Pune,MH,2023-08-04,Organic,Beauty,Skincare,3241,Supplier_36,3172.0,2024-07-22,Damaged,3137.22,2.0,3137.2200000000003,7843.04,0.19999897998735183,6274.4400000000005,6482,-270.5599999999995,-0.04312097972089931,1,3200.22,0,8,2,30804.300000000003,4635.300000000001,0.25,47,9,103981.53,0.19148936170212766
52,2024-08-07,2828,886,2,5822.2,291.11,COD,154,2024-08-14,5531.09,Mumbai,MH,2023-06-27,Referral,Beauty,Perfume,4518,Supplier_23,,,,,,5531.09,11644.4,0.05,11062.18,9036,1872.1800000000003,0.16924150574299102,0,0.0,0,5,1,38634.91,7090.91,0.2,51,6,148455.82,0.11764705882352941
53,2024-07-01,3375,836,1,4348.49,869.7,Prepaid,187,2024-07-07,3478.79,Kolkata,GJ,2023-06-09,Organic,Beauty,Makeup,3006,Supplier_14,,,,,,3478.79,4348.49,0.20000045992976875,3478.79,3006,285.78999999999996,0.08215212760758768,0,0.0,0,6,3,46772.29,12398.289999999997,0.5,46,14,80669.52,0.30434782608695654
54,2024-06-28,463,434,1,3377.98,0.0,COD,120,2024-07-02,3377.98,Kolkata,WB,2023-07-31,Organic,Fashion,Shoes,2556,Supplier_27,,,,,,3377.98,3377.98,0.0,3377.98,2556,701.98,0.20781058502418606,0,0.0,0,12,3,69892.84,13694.84,0.25,59,13,105229.2,0.22033898305084745
55,2024-12-04,2001,25,2,3955.98,197.8,Prepaid,66,2024-12-06,3758.18,Pune,KA,2023-11-08,Organic,Electronics,Mobile,2799,Supplier_4,,,,,,3758.18,7911.96,0.05000025278186442,7516.36,5598,1852.3599999999997,0.24644375735063245,0,0.0,0,6,1,44235.86,12306.86,0.16666666666666666,58,12,126808.94,0.20689655172413793
56,2024-05-06,1923,348,3,1314.98,263.0,COD,199,2024-05-11,1051.98,Hyderabad,DL,2023-08-18,Instagram,Fashion,Jeans,794,Supplier_24,,,,,,1051.98,3944.94,0.20000304187135926,3155.94,2382,574.94,0.18217710095882686,0,0.0,0,10,1,33719.130000000005,6622.130000000001,0.1,61,9,27122.63,0.14754098360655737
57,2024-11-27,2557,121,3,3542.88,177.14,Prepaid,166,2024-11-30,3365.7400000000002,Ahmedabad,DL,2023-09-03,Instagram,Electronics,Laptop,2723,Supplier_36,,,,,,3365.7400000000002,10628.64,0.049998870975025964,10097.220000000001,8169,1762.2200000000012,0.17452526537007226,0,0.0,0,8,3,68606.95,17812.95,0.375,46,10,88229.49,0.21739130434782608
58,2024-10-30,696,964,1,7626.83,1525.37,COD,166,2024-11-05,6101.46,Hyderabad,DL,2023-09-06,Referral,Beauty,Haircare,4774,Supplier_18,,,,,,6101.46,7626.83,0.20000052446429248,6101.46,4774,1161.46,0.19035771766101883,0,0.0,0,5,0,27675.870000000003,7664.870000000003,0.0,59,12,193553.97,0.2033898305084746
59,2024-12-18,537,859,2,403.89,20.19,COD,168,2024-12-20,383.7,Ahmedabad,MH,2023-06-03,Referral,Beauty,Makeup,323,Supplier_7,,,,,,383.7,807.78,0.04998885835252173,767.4,646,-46.60000000000002,-0.060724524367995865,0,0.0,0,11,2,81234.87,19000.869999999995,0.18181818181818182,46,11,5401.96,0.2391304347826087
60,2024-06-05,938,448,1,5635.21,563.52,COD,120,2024-06-12,5071.6900000000005,Chennai,WB,2023-11-19,Referral,Fashion,Jacket,4558,Supplier_38,10554.0,2024-06-15,Not as Expected,5071.69,6.0,5071.6900000000005,5635.21,0.09999982254432399,5071.6900000000005,4558,393.6900000000005,0.07762501256977467,1,5191.69,1,10,5,77287.22,18599.22,0.5,53,19,161276.57,0.3584905660377358
61,2024-06-21,1391,60,3,7355.26,0.0,UPI,159,2024-06-23,7355.26,Delhi,TN,2023-01-20,Organic,Electronics,Mobile,4207,Supplier_8,10868.0,2024-06-27,Late Delivery,7355.26,2.0,7355.26,22065.78,0.0,22065.78,12621,9285.779999999999,0.42082264936929487,1,7514.26,0,9,4,45138.11,13679.109999999997,0.4444444444444444,55,12,182794.36000000002,0.21818181818181817
62,2024-01-11,4411,62,3,4741.57,0.0,Prepaid,180,2024-01-15,4741.57,Delhi,TN,2023-04-27,Instagram,Electronics,Mobile,2875,Supplier_10,3605.0,2024-01-19,Wrong Product,4741.57,6.0,4741.57,14224.71,0.0,14224.71,8625,5419.709999999999,0.3810067129663803,1,4921.57,1,6,2,55995.25,18691.249999999996,0.3333333333333333,51,19,108360.92000000001,0.37254901960784315
63,2024-06-15,307,563,1,3541.76,708.35,COD,57,2024-06-19,2833.4100000000003,Hyderabad,MH,2023-05-27,Facebook Ads,Home,Cookware,2823,Supplier_38,,,,,,2833.4100000000003,3541.76,0.1999994353089989,2833.4100000000003,2823,-46.58999999999969,-0.016443084481243337,0,0.0,0,9,5,89213.48999999999,29362.489999999998,0.5555555555555556,51,7,100227.8,0.13725490196078433
64,2024-08-23,5389,724,1,3594.13,359.41,COD,71,2024-08-29,3234.7200000000003,Hyderabad,GJ,2023-05-13,Facebook Ads,Home,Lamp,2992,Supplier_41,958.0,2024-08-30,Damaged,3234.72,8.0,3234.7200000000003,3594.13,0.09999916530565116,3234.7200000000003,2992,171.72000000000025,0.05308651135183269,1,3305.72,1,7,2,57304.119999999995,16278.119999999997,0.2857142857142857,46,9,84712.2,0.1956521739130435
65,2024-08-04,4654,910,1,7862.78,1572.56,Prepaid,123,2024-08-11,6290.219999999999,Chennai,MH,2023-04-07,Referral,Beauty,Perfume,4778,Supplier_21,,,,,,6290.219999999999,7862.78,0.20000050872592137,6290.219999999999,4778,1389.2199999999993,0.22085396059279316,0,0.0,0,5,0,15917.57,3395.5699999999993,0.0,48,8,162580.09,0.16666666666666666
66,2024-09-20,7385,217,1,4245.26,849.05,Prepaid,166,2024-09-23,3396.21,Mumbai,KA,2023-10-09,Facebook Ads,Electronics,Smartwatch,3262,Supplier_22,,,,,,3396.21,4245.26,0.19999952888633438,3396.21,3262,-31.789999999999964,-0.009360434130987179,0,0.0,0,3,0,12509.310000000001,2643.3100000000004,0.0,46,8,96575.06,0.17391304347826086
67,2024-08-03,2185,964,3,6116.38,1223.28,COD,125,2024-08-06,4893.1,Chennai,WB,2023-05-08,Google Ads,Beauty,Haircare,4774,Supplier_18,5880.0,2024-08-09,Wrong Product,4893.1,8.0,4893.1,18349.14,0.2000006539816035,14679.300000000001,14322,232.3000000000011,0.015825005279543374,1,5018.1,1,4,2,28641.13,4401.130000000001,0.5,59,12,193553.97,0.2033898305084746
68,2024-01-11,5702,539,3,1216.16,243.23,COD,181,2024-01-15,972.9300000000001,Mumbai,MH,2023-11-04,Organic,Home,Mixer,719,Supplier_29,,,,,,972.9300000000001,3648.4800000000005,0.19999835547954214,2918.79,2157,580.79,0.19898314027388062,0,0.0,0,8,1,42789.17,7545.169999999999,0.125,53,13,23887.12,0.24528301886792453
69,2024-08-28,4817,70,3,3874.52,774.9,Prepaid,187,2024-09-03,3099.62,Hyderabad,TN,2023-01-12,Organic,Electronics,Laptop,2314,Supplier_29,,,,,,3099.62,11623.56,0.19999896761405284,9298.86,6942,2169.8600000000006,0.2333468833814038,0,0.0,0,9,3,91553.91,25612.910000000003,0.3333333333333333,52,11,77093.68000000001,0.21153846153846154
70,2024-01-12,2593,317,3,4696.32,469.63,UPI,54,2024-01-19,4226.69,Pune,MH,2023-01-26,Organic,Fashion,Jeans,3893,Supplier_46,,,,,,4226.69,14088.96,0.0999995741346416,12680.07,11679,947.0699999999997,0.07468965076691216,0,0.0,0,5,2,47477.619999999995,7726.619999999999,0.4,45,9,131215.91,0.2
71,2024-07-12,4673,488,1,3522.61,0.0,COD,118,2024-07-14,3522.61,Pune,GJ,2023-01-19,Organic,Fashion,Jacket,2367,Supplier_10,,,,,,3522.61,3522.61,0.0,3522.61,2367,1037.6100000000001,0.2945571607416092,0,0.0,0,9,2,79974.92,19980.920000000002,0.2222222222222222,49,11,75320.61,0.22448979591836735
72,2024-07-18,2642,786,1,4613.7,0.0,COD,157,2024-07-20,4613.7,Hyderabad,MH,2023-05-26,Facebook Ads,Beauty,Skincare,3407,Supplier_34,,,,,,4613.7,4613.7,0.0,4613.7,3407,1049.6999999999998,0.2275180440860914,0,0.0,0,4,0,30267.86,9778.86,0.0,40,10,86748.75000000001,0.25
